36999171	0
17925662	1
444929150	2
24180370	3
48174738	4
340645279	5
298258981	6
17293897	7
306604708	8
27688305	9
440963134	10
14220163	11
15681129	12
9688342	13
23490670	14
315868674	15
19028615	16
22699508	17
301297627	18
19668026	19
14968694	20
82482121	21
43205927	22
15774118	23
27641634	24
423743811	25
16852367	26
15419775	27
22037477	28
14982575	29
15780792	30
23484510	31
432279860	32
95161315	33
41441873	34
27961547	35
36629388	36
80934588	37
24289021	38
10078882	39
103661402	40
54380204	41
18553965	42
280629993	43
35680393	44
265732976	45
342421694	46
8936082	47
6608332	48
71368560	49
22018306	50
143412135	51
87820985	52
18148282	53
16116995	54
238285207	55
128688675	56
23170292	57
61586751	58
18309277	59
217709061	60
112873986	61
41338503	62
34743251	63
356190582	64
71956658	65
14575846	66
20193243	67
110896395	68
11232892	69
114910205	70
26329195	71
15488254	72
116023738	73
97238481	74
154992848	75
16135047	76
114589771	77
36782237	78
6141832	79
18132348	80
83456774	81
31183437	82
749963	83
94377684	84
20863936	85
275803903	86
275790517	87
55140635	88
44084633	89
269628033	90
70194980	91
97671322	92
112524499	93
11879272	94
276021622	95
18941809	96
91409081	97
484914309	98
410579182	99
211185339	100
48358776	101
189569196	102
18408253	103
393242944	104
16890261	105
48630156	106
82453323	107
25164223	108
18791048	109
31572616	110
62418341	111
24770357	112
50206183	113
20506424	114
274153775	115
127958577	116
16570758	117
496438192	118
18776017	119
21915666	120
42096654	121
14710129	122
205796659	123
256554165	124
65647594	125
248726194	126
33925672	127
322783960	128
125400453	129
30662150	130
278777228	131
381386049	132
206091162	133
422950468	134
204140367	135
25565646	136
324585464	137
430388168	138
28384755	139
66369206	140
27636136	141
7420552	142
73019162	143
554636622	144
439788025	145
34428380	146
64498671	147
19991231	148
144631425	149
1434251	150
36823	151
304774444	152
102608859	153
16589495	154
18715225	155
5763262	156
28302257	157
309366491	158
18780072	159
306875591	160
29304278	161
10228272	162
305294261	163
216257550	164
58599146	165
34947001	166
19720714	167
360826450	168
14158766	169
7905122	170
15179685	171
475861404	172
460949362	173
282733465	174
17689692	175
24188589	176
82128258	177
18995454	178
38222521	179
391119474	180
1775731	181
25007887	182
8623332	183
18780664	184
148453694	185
734493	186
148745060	187
6076432	188
194516580	189
36711022	190
14944532	191
38389963	192
307458983	193
179644633	194
307445751	195
299776583	196
365256576	197
33423	198
76940234	199
1065921	200
36511031	201
375432180	202
86336234	203
265931810	204
14912435	205
119625403	206
257110318	207
103130238	208
208541451	209
183672041	210
42243120	211
129676826	212
83902182	213
23794300	214
43952326	215
41806795	216
400422784	217
19849160	218
34742074	219
21401466	220
27696993	221
274820615	222
14521330	223
21697900	224
204472178	225
25473689	226
115485051	227
21648994	228
393719606	229
64269721	230
144723989	231
17866414	232
143412782	233
69566093	234
37087096	235
109684818	236
345963718	237
381048540	238
26235236	239
56814021	240
67520030	241
60594135	242
30456447	243
19596174	244
130307055	245
339464342	246
262764726	247
103670827	248
92593468	249
30258963	250
312462914	251
74759560	252
82394469	253
41183891	254
224160357	255
193998015	256
16234759	257
47837613	258
283762107	259
132250094	260
930061	261
26042520	262
45592265	263
14061092	264
22241719	265
223737021	266
42869411	267
24216951	268
14197132	269
1305941	270
145306362	271
425153490	272
275190771	273
190572817	274
50499213	275
95177505	276
444012689	277
319576850	278
15822493	279
22157613	280
50930684	281
14573745	282
22741400	283
20935355	284
18232304	285
15661871	286
278153776	287
24578634	288
31477674	289
23614674	290
17384099	291
34211097	292
15208246	293
14996867	294
15599308	295
277020058	296
41595133	297
185294100	298
216737020	299
96824115	300
323518423	301
43166813	302
30513642	303
41343046	304
5520952	305
67819221	306
42474579	307
507892249	308
22068282	309
304462046	310
317430307	311
17298513	312
28331519	313
109571377	314
27157089	315
19148708	316
298537726	317
19928703	318
14453798	319
11562992	320
5746452	321
79119341	322
14511951	323
272546125	324
862681	325
57048329	326
128771911	327
326902165	328
31797181	329
18532553	330
20178313	331
18792092	332
114546178	333
21292523	334
20488611	335
17396702	336
181769496	337
286012612	338
15050433	339
15410758	340
77222430	341
208132323	342
21683202	343
111246248	344
252543357	345
15053372	346
109702885	347
173116059	348
61040299	349
64444175	350
15428397	351
222205428	352
208645319	353
52146755	354
24599923	355
271110982	356
165436952	357
151624003	358
39922782	359
50687788	360
197177555	361
17794004	362
43170475	363
14672552	364
2425151	365
18753000	366
13229902	367
344251621	368
326690584	369
318434640	370
62581962	371
37046756	372
119405380	373
37268231	374
71028123	375
16569881	376
178065120	377
118825977	378
18041284	379
418351996	380
339776223	381
25132680	382
37349209	383
15582508	384
19660870	385
271398203	386
95646665	387
19789439	388
28482819	389
319020952	390
58497291	391
16445093	392
246347170	393
6708952	394
73236347	395
27633075	396
1702611	397
38711721	398
61040833	399
17156203	400
37212984	401
518019843	402
372971404	403
284996272	404
28971669	405
27670481	406
18666844	407
225411266	408
17469283	409
31331740	410
19195914	411
15293813	412
287941702	413
39566849	414
84717566	415
17092592	416
19029070	417
230375776	418
39600392	419
76786777	420
172443193	421
19802879	422
144255219	423
222563776	424
292896302	425
42070873	426
15515919	427
12376942	428
363221040	429
113731564	430
108669535	431
6385432	432
15682352	433
310804819	434
858051	435
65981257	436
20880546	437
242894622	438
261001122	439
257348793	440
7860742	441
55655811	442
2735591	443
339985764	444
242692217	445
310741786	446
10350	447
43626328	448
218384027	449
43024351	450
226344798	451
366194731	452
30207757	453
20452058	454
166273518	455
336671024	456
363403954	457
33998183	458
17909306	459
42226885	460
19923638	461
134241863	462
9534522	463
14885549	464
783214	465
476365648	466
