2631	0
3481	1
3467	2
1549	3
2374	4
3513	5
3034	6
2360	7
3806	8
14	9
2028	10
113	11
960	12
187	13
3014	14
2193	15
2191	16
1872	17
3117	18
3539	19
70	20
265	21
272	22
102	23
1289	24
1583	25
22	26
557	27
1029	28
2075	29
2295	30
115	31
1193	32
307	33
2568	34
3617	35
3828	36
3708	37
2279	38
1403	39
1548	40
3682	41
138	42
1154	43
1888	44
1557	45
930	46
212	47
1138	48
310	49
396	50
3149	51
1919	52
1447	53
2813	54
1077	55
375	56
2712	57
3344	58
1959	59
21	60
467	61
1354	62
833	63
1160	64
3038	65
3266	66
3311	67
3313	68
3626	69
3850	70
3936	71
1934	72
690	73
2911	74
3881	75
3907	76
2223	77
2901	78
2351	79
3849	80
2383	81
1090	82
1207	83
2453	84
499	85
3515	86
3245	87
484	88
3383	89
541	90
3831	91
1076	92
1040	93
2831	94
574	95
29	96
2164	97
1582	98
1766	99
2063	100
3379	101
1157	102
1320	103
3964	104
528	105
802	106
3103	107
1012	108
2159	109
2565	110
3902	111
1576	112
3750	113
3975	114
1143	115
588	116
1499	117
1768	118
227	119
2480	120
2442	121
3438	122
714	123
518	124
2629	125
2740	126
1031	127
509	128
248	129
2147	130
3963	131
1719	132
718	133
432	134
112	135
612	136
774	137
188	138
1926	139
678	140
3021	141
1130	142
2501	143
1016	144
1127	145
1021	146
1282	147
3203	148
1709	149
2418	150
3157	151
1260	152
162	153
918	154
1408	155
966	156
3433	157
1581	158
3581	159
681	160
1937	161
106	162
2504	163
716	164
1918	165
1656	166
638	167
1419	168
2947	169
3218	170
3930	171
1422	172
1721	173
3101	174
2686	175
3462	176
804	177
1286	178
3007	179
573	180
3286	181
1404	182
3130	183
830	184
2575	185
1505	186
1897	187
2235	188
3410	189
794	190
609	191
2593	192
294	193
2862	194
902	195
1133	196
785	197
3851	198
934	199
1072	200
1275	201
424	202
19	203
1713	204
3521	205
3844	206
3933	207
1065	208
2913	209
3437	210
2337	211
967	212
989	213
1226	214
1372	215
3781	216
2495	217
2302	218
2327	219
3128	220
1817	221
2311	222
2718	223
3240	224
2477	225
3061	226
3390	227
1810	228
2743	229
3064	230
3567	231
3289	232
555	233
1060	234
3369	235
2460	236
3654	237
3770	238
1025	239
17	240
3339	241
1377	242
3794	243
1467	244
2595	245
3835	246
1512	247
2524	248
3780	249
3867	250
727	251
3119	252
3730	253
1183	254
3138	255
2146	256
1187	257
3815	258
2049	259
3839	260
3577	261
2083	262
1828	263
853	264
2937	265
2234	266
1652	267
2493	268
253	269
170	270
568	271
3726	272
220	273
1034	274
2876	275
1305	276
1693	277
2105	278
2506	279
192	280
2819	281
3455	282
956	283
1760	284
2896	285
3171	286
1688	287
168	288
3041	289
2158	290
3222	291
3403	292
2928	293
1722	294
2533	295
2906	296
3276	297
1128	298
2963	299
1735	300
1233	301
